recipeId,ingredientId,quantity,quantity_type,required
1,112,175,g,1
1,41,75,g,1
1,33,200,g,1
1,282,75,g,1
1,52,75,g,1
1,141,2,,1
1,169,75,g,1
1,550,1,tsp,1
1,135,50,g,1
2,248,120,g,1
2,52,60,g,1
2,41,60,g,1
2,464,300,g,1
2,41,30,g,1
2,110,30,g,1
2,462,120,g,1
2,84,0.25,teaspoon,1
2,181,0,to serve,1
3,211,200,ml,1
3,223,60,ml,1
3,123,2,,1
3,137,1600,g,1
3,15,3,tsp,1
3,281,0.5,tsp,1
3,491,25,g,1
3,305,45,g,1
3,238,3,tbs,1
4,70,6,,1
4,57,16,,1
4,154,1 1/2,,1
4,150,6,,1
4,53,8,,1
4,320,2,tbs,1
4,104,1 1/2,,1
4,95,1 1/2,,1
4,393,1 1/2,,1
4,309,2,tbs,1
4,91,1,can,1
4,305,1,tsp,1
4,333,1,cup,1
5,248,175,g,1
5,73,75,g,1
5,93,3.00,tbsp,1
5,256,1,tbsp,1
5,41,125,g,1
5,52,125,g,1
5,169,125,g,1
5,140,1,,1
5,550,0.5,tsp,1
5,135,50,g,1
6,41,25,g,1
6,35,8,thin slices,1
6,306,50,g,1
6,84,2,tsp,1
6,211,350,ml/12fl,1
6,115,50,ml,1
6,123,2,free-range,1
6,305,25,g,1
6,222,0,grated to taste,1
7,218,400,g,1
7,125,2.00,tbsp,1
7,224,0,Dash,1
7,24,750,g piece,1
7,233,7.00,slices,1
7,255,500,g,1
7,137,0,Dusting,1
7,122,2,Beaten,1
8,11,1,large,1
8,364,0.5,cup,1
8,317,1,cup,1
8,149,6,cloves,1
8,165,1,,1
8,261,0.25,teaspoon,1
8,223,1.5,tablespoon,1
8,96,1,tablespoon chopped,1
8,281,0,as required,1
9,23,4.00,pound,1
9,281,0,Dash,1
9,364,3,,1
9,149,5,cloves,1
9,313,1,Sprig,1
9,396,1,sprig,1
9,21,4,,1
9,26,2,cups,1
9,49,3,Large,1
9,219,1,Tbsp,1
9,253,4,Mashed,1
10,3,8,slices,1
10,37,12,florets,1
10,253,1,Packet,1
10,49,1,Packet,1
10,248,140,g,1
10,123,4,,1
10,211,200,ml,1
10,307,0,drizzle (for cooking),1
11,3,1,kg,1
11,227,3,,1
11,149,4,cloves,1
11,224,0,Dash,1
11,81,300,g,1
11,104,2,tsp,1
11,548,2,tsp,1
11,87,1,tsp,1
11,85,1,large,1
11,21,3,,1
11,230,2,tsp dried,1
11,545,2,ancho,1
11,16,3,tbsp,1
11,249,800,g,1
11,315,2,tbsp,1
11,107,2,tbsp,1
11,31,800,g tins,1
12,224,1,tbls,1
12,227,1,,1
12,149,1,clove,1
12,41,1,tbsp,1
12,218,250,g,1
12,24,500,g,1
12,248,1,tbsp,1
12,101,150,g,1
12,125,1,tbsp,1
12,26,100,ml,1
12,237,0,Topping,1
13,378,2,tblsp,1
13,364,1,finely chopped,1
13,55,1,,1
13,196,1,sliced,1
13,253,1,medium,1
13,41,1,knob,1
13,328,1,litre hot,1
13,37,1,Head chopped,1
13,379,140,g,1
14,283,8,large,1
14,399,1,Jar,1
14,397,1200,g,1
14,30,1,tbls,1
14,125,1,tsp,1
15,407,1,large,1
15,123,2,medium,1
15,15,0,pinch,1
15,324,0,sprinkling,1
15,223,1,tsp,1
15,411,25,g,1
15,408,125,g,1
16,224,2,tbs,1
16,41,25,g,1
16,3,750,g,1
16,248,2,tblsp,1
16,149,2,cloves minced,1
16,227,175,g,1
16,55,150,g,1
16,49,150,g,1
16,196,2,chopped,1
16,447,200,g,1
16,266,150,ml,1
16,26,500,g,1
16,20,2,,1
16,313,3,tbs,1
16,237,3,tblsp chopped,1
16,248,125,g,1
16,15,1,tsp,1
16,446,60,g,1
16,333,0,Splash,1
17,3,1,kg,1
17,248,2,tbs,1
17,378,2,tbs,1
17,266,200,ml,1
17,26,400,ml,1
17,364,1,finely sliced,1
17,49,2,chopped,1
17,313,3,sprigs,1
17,219,2,tbs,1
17,122,2,free-range,1
17,255,400,g,1
17,163,300,g,1
17,41,25,g,1
17,281,0,pinch,1
17,244,0,pinch,1
18,3,900,g,1
18,224,3,tbs,1
18,289,3,,1
18,149,2,cloves minced,1
18,14,125,g,1
18,313,1,tbs chopped,1
18,20,2,,1
18,450,330,ml,1
18,26,400,ml,1
18,354,2,tbs,1
18,449,8,,1
18,248,400,g,1
18,281,0,pinch,1
18,41,250,g,1
18,123,0,To Glaze,1
19,463,50,g,1
19,41,125,g,1
19,52,150,g,1
19,197,0,Grated,1
19,248,150,g,1
19,15,0.5,tsp,1
19,462,600,g,1
19,305,75,g,1
19,52,2,tbs,1
19,198,1,tbs,1
19,115,300,ml,1
19,343,100,ml,1
19,214,0,Garnish with,1
20,41,175,g,1
20,52,175,g,1
20,286,140,g,1
20,471,50,g,1
20,15,0.5,tsp,1
20,123,3,Medium,1
20,324,0.5,tsp,1
20,550,0.25,teaspoon,1
20,41,175,g,1
20,52,175,g,1
20,286,140,g,1
20,471,50,g,1
20,15,0.5,tsp,1
20,123,3,Medium,1
20,324,0.5,tsp,1
20,550,0.25,teaspoon,1
20,466,0.5,tsp,1
20,382,200,g,1
20,470,1,kg,1
20,347,0,Dusting,1
21,391,3,tsp,1
21,484,600,g,1
21,14,100,g,1
21,57,350,g,1
21,63,250,g,1
21,150,2,sliced,1
21,485,1,,1
21,316,1,tbs,1
21,266,750,ml,1
21,54,600,g,1
21,224,2,tbs,1
21,313,0,sprigs of fresh,1
21,396,0,sprigs of fresh,1
21,20,2,,1
21,47,4,,1
22,248,375,g,1
22,52,50,g,1
22,475,7,g,1
22,211,75,g,1
22,123,3,Large,1
22,123,0,To Glaze,1
22,41,180,g,1
22,492,250,g,1
22,490,8,slices,1
23,227,2,finely chopped,1
23,313,0,sprigs of fresh,1
23,224,2,tbs,1
23,253,1.5,kg,1
23,328,425,g,1
24,333,0.5,cup,1
24,475,2,parts,1
24,305,0.5,cup,1
24,211,0.5,cup,1
24,41,6,tblsp,1
24,123,2,,1
24,281,1.5,tsp,1
24,137,2.5,cups,1
24,223,0,for frying,1
24,197,0,garnish,1
24,305,0,garnish,1
24,84,0,garnish,1
25,1,1,whole,1
25,365,1,chopped,1
25,227,2,chopped,1
25,150,2,chopped,1
25,264,1,chopped,1
25,49,1,chopped,1
25,202,1,,1
25,313,2,tsp,1
25,548,1,tsp,1
25,296,2,tbs,1
25,99,2,tsp,1
25,91,2,cups,1
25,327,1,tbs,1
26,3,0.5,lb,1
26,281,0,pinch,1
26,244,0,pinch,1
26,443,2,tsp,1
26,483,2,Jan,1
26,528,3,tbs,1
26,223,5,tbs,1
26,534,0.25,lb,1
26,364,0.5,cup,1
26,212,1,tsp,1
26,154,1,tsp,1
26,533,1,cup,1
26,218,1,cup,1
26,333,1,cup,1
26,231,1,tbs,1
26,305,1,tsp,1
26,296,1,tsp,1
27,393,2,medium,1
27,237,2,tbs chopped,1
27,197,0,Juice of 1,1
27,62,175,g,1
27,224,1,tbs,1
27,2,350,g,1
27,363,0,to serve,1
28,403,500,g,1
28,123,4,large,1
28,137,3,tbs,1
28,305,250,g,1
28,84,1,tsp,1
28,200,0,Grated Zest of 2,1
28,536,5,tbs,1
28,347,0,sprinkling,1
29,253,3,Medium,1
29,224,1,tbs,1
29,14,2,strips,1
29,150,0,Minced,1
29,412,1,tbs,1
29,237,0,Garnish,1
29,281,0,Pinch,1
29,244,0,Pinch,1
29,548,0,To taste,1
30,41,100,g,1
30,137,150,g,1
30,26,700,ml,1
30,364,30,g,1
30,237,1,tbs,1
30,3,400,g,1
30,281,0,Pinch,1
30,244,0,Pinch,1
30,222,0,Pinch,1
30,137,50,g,1
30,123,2,Beaten,1
30,36,50,g,1
31,253,2,,1
31,263,1,,1
31,149,2,cloves,1
31,202,1,,1
31,35,2,,1
31,4,1,lb,1
31,389,0,White,1
31,180,1,,1
31,315,1,,1
31,305,3,,1
31,327,1,,1
31,281,3,,1
31,244,1,lb,1
32,268,2,,1
32,364,400,g,1
32,202,2,tbs,1
32,150,2,,1
32,103,0,Chopped,1
32,49,4,Jan,1
32,512,2,sliced,1
32,296,2,large,1
33,387,1,cup,1
33,224,2,tsp,1
33,583,0,Pinch,1
33,364,2,tsp,1
33,586,1.5,tsp,1
33,60,1.5,tsp,1
33,582,0.5,tsp,1
33,576,2,sliced,1
33,541,1,lb,1
33,244,1,lb,1
33,219,0.25,cup,1
33,226,3,chopped,1
33,151,1,Diced,1
33,232,1.5,cup,1
34,14,4,cups,1
34,594,1,Jar,1
34,4,0.25,cup,1
34,137,1,,1
34,149,1,tsp,1
34,364,1,tsp,1
34,218,1,tbs,1
34,440,0.125,teaspoon,1
34,596,1,dash,1
34,266,5,Cups,1
34,20,2,tbs,1
34,17,1,cup,1
34,207,1,dash,1
34,232,4,large,1
34,597,1,bunch,1
34,180,100,g,1
34,26,1,,1
34,316,150,ml,1
34,111,1,tsp,1
34,342,3,tbs,1
35,253,2,tbs,1
35,301,6,,1
35,248,12,,1
35,121,6,,1
35,211,1,lb,1
35,27,5,tbs,1
35,41,1,,1
35,327,3,,1
35,62,3,,1
35,14,3,,1
35,483,1,cup,1
36,3,1,cup,1
36,327,2,tbs,1
36,85,6,,1
36,87,1,tbs,1
36,497,5,,1
36,47,1,Packet,1
36,90,150,g,1
36,333,150,g,1
36,309,40,g,1
36,202,0,Dash,1
36,305,0,Dash,1
36,57,3,cloves,1
37,557,1,sliced,1
37,387,2,Lbs,1
37,364,8,ounces,1
37,223,1,cup,1
37,281,3,tbs,1
37,244,1,Slice,1
38,149,1,large,1
38,364,0.25,cup,1
38,3,0.5,tsp,1
38,316,2,,1
38,333,0,To taste,1
38,224,1,lb,1
38,197,5,tablespoons,1
38,253,1,,1
38,296,3,cloves,1
38,29,3,parts,1
38,21,4,tbs,1
38,281,1,cup,1
39,3,1,pinch,1
39,296,2,kg cut cubes,1
39,197,1,,1
39,149,1,tbs,1
39,364,2,cups,1
39,224,1,sliced,1
39,333,1,sliced,1
39,281,1,sliced,1
40,3,1,sliced,1
40,26,8,ounces,1
40,296,3,tablespoons,1
40,333,5,,1
40,425,1,chopped,1
40,264,5,cloves,1
40,253,3,tbs,1
40,49,1.5,kg,1
40,316,1,,1
40,238,8,ounces,1
40,75,3,cups,1
40,364,6,tablespoons,1
40,149,1,tbs,1
40,224,2,tbs,1
41,3,4,,1
41,573,2,Jan,1
41,316,2,tbs,1
41,333,3,tbs,1
41,296,0.5,cup,1
41,541,1,chopped,1
41,244,4,cloves,1
41,20,2,,1
41,197,2,,1
41,399,0.5,,1
41,41,3,,1
41,224,4,tbs,1
41,364,1,,1
41,149,6,cups,1
42,35,3,,1
42,483,1,can,1
42,281,0,Garnish,1
43,604,0.5,cup,1
43,224,0.67,Cup,1
43,368,0.5,tsp,1
43,333,1,tsp,1
43,253,1,cup,1
43,46,2,tbs,1
43,113,1,Separated,1
44,607,14,,1
44,137,0.67,Cup,1
44,281,0.5,tsp,1
44,475,1,tsp,1
44,211,1,cup,1
44,41,2,tbsp,1
44,483,1,Separated,1
45,124,14,(No unit),1
45,291,3,Cups,1
45,98,6,(No unit),1
45,66,2,(No unit),1
46,247,250,g,1
46,41,175,g,1
46,211,2,tablespoons,1
46,123,5,(No unit),1
46,160,175,g,1
46,137,125,g,1
47,137,250,g,1
47,41,125,g,1
47,483,1,(No unit),1
47,281,0,Pinch,1
47,60,300,g,1
47,211,100,ml milk,1
47,123,3,(No unit),1
47,235,100,g,1
47,249,350,g,1
47,337,3,tbsp,1
47,177,1,tbsp,1
47,17,0,Topping,1
48,282,250,g,1
48,108,225,g,1
48,158,150,g,1
48,228,1,Zest of,1
48,274,500,g,1
48,82,250,g,1
49,1,1.2,kg,1
49,364,5,thinly sliced,1
49,317,2,finely chopped,1
49,149,8,cloves chopped,1
49,157,1,tbsp,1
49,327,0.25,cup,1
49,105,2,tsp,1
49,97,3,tsp,1
49,321,1,tsp,1
49,75,1,tsp,1
49,165,2,(No unit),1
49,343,1,cup,1
49,100,0.75,cup,1
49,132,3,tsp Dried,1
49,148,1,tsp,1
49,281,0,To taste,1
50,41,2,tablespoons,1
50,224,3,tablespoons,1
50,1,5,boneless,1
50,281,1,teaspoon,1
50,302,1,cut into 0.5-inch cubes,1
50,37,1,Head chopped,1
50,218,8,ounces sliced,1
50,244,1,red,1
50,364,1,chopped,1
50,149,3,cloves,1
50,265,0.5,teaspoon,1
50,338,0.5,cup,1
50,211,0.5,cup,1
50,176,0.5,cup,1
50,235,1,cup grated,1
50,32,16,ounces,1
50,281,0,pinch,1
50,244,0,pinch,1
50,237,0,chopped,1
51,204,500,g,1
51,68,2,cups,1
51,176,0.5,cup,1
51,127,1,packet,1
51,281,1,tsp,1
51,65,3,diced,1
51,224,2,tbsp,1
51,364,1,small finely diced,1
51,264,2,finely diced,1
51,149,2,cloves minced,1
51,59,1,cup,1
51,237,0,garnish chopped,1
52,44,2,tbsp,1
52,53,1,tsp,1
52,335,4,fillets,1
52,327,1,tsp,1
52,138,8,(No unit),1
52,5,1,sliced,1
52,203,2,shredded,1
52,301,4,shredded,1
52,280,300,ml,1
52,295,1,pot,1
52,197,1,(No unit),1
52,149,1,clove finely chopped,1
53,66,5.00,(No unit),1
53,330,1,bottle,1
53,104,10.5,tbsp,1
53,293,1,tbsp,1
53,149,1,tsp,1
53,267,1,can,1
53,173,12,(No unit),1
53,290,2,cups,1
53,161,0,Halved,1
53,184,0,Sliced and Seeded,1
53,5,0,Peeled and Sliced,1
53,168,2,tbsp,1
53,295,3,tbsp,1
53,211,1,tbsp,1
54,1,450,g Boneless skin,1
54,154,1,tbsp,1
54,149,1,clove,1
54,296,2,tbsp,1
54,278,1,tbsp,1
54,160,2,tsp,1
54,252,0.33,cup,1
54,327,0.33,cup,1
54,197,0.33,cup,1
55,224,10.5,tbsp,1
55,14,3,rashers (100g) chopped dry-cured,1
55,289,12,small,1
55,67,2,(460g),1
55,70,4,(650g),1
55,66,2,(280g),1
55,149,3,finely chopped,1
55,34,3,tbsp,1
55,266,600,ml,1
55,68,150,ml,1
55,316,2,tsp,1
55,313,3,sprigs,1
55,396,2,sprigs,1
55,21,2,(No unit),1
55,237,0,garnish,1
55,63,250,g,1
55,248,2,tbsp,1
55,41,1,tsp,1
56,371,280,g,1
56,373,200,g,1
56,224,2,tbsp,1
56,150,2,cloves chopped,1
56,259,1,large,1
56,189,24,Skinned,1
56,62,12,(No unit),1
56,18,0,Handful,1
56,201,0,Leaves,1
56,35,0,to serve,1
56,375,2,tbsp,1
56,202,2,Grated Zest of,1
56,52,2,tsp,1
57,376,10.5,kg,1
57,41,50,g,1
57,14,150,g,1
57,364,1,finely chopped,1
57,313,0,sprigs of fresh,1
57,20,1,(No unit),1
57,248,1,tbsp,1
57,211,150,ml,1
57,115,150,ml,1
57,253,2,medium,1
57,237,0,Chopped,1
58,224,3,tbsp,1
58,227,2,chopped,1
58,55,2,sticks,1
58,49,300,g,1
58,253,500,g,1
58,20,4,(No unit),1
58,316,5,tbsp,1
58,305,2,tbsp,1
58,337,2,tbsp,1
58,80,10.5,kg,1
58,377,500,g,1
58,329,3,(No unit),1
58,339,400,ml,1
59,41,50,g,1
59,364,1,chopped,1
59,218,100,g,1
59,248,40,g,1
59,368,1,(No unit),1
59,222,0,pinch,1
59,220,0,pinch,1
59,1,250,g,1
59,390,2,Handfuls,1
59,253,2,large,1
59,41,1,knob,1
60,224,1,tbsp,1
60,364,1,chopped,1
60,65,200,g,1
60,154,0,pinch,1
60,175,2,tbsp,1
60,405,10,(No unit),1
60,71,220,g,1
60,384,200,g,1
60,68,200,ml,1
60,95,0,Handful,1
61,407,1,(No unit),1
61,43,3,tbsp,1
61,5,1,(No unit),1
61,177,2,tbsp,1
61,198,1,tsp,1
61,323,1,tsp,1
61,333,2,tbsp,1
61,284,0,pinch,1
62,248,300,g,1
62,41,75,g,1
62,346,100,g,1
62,347,1,tbsp,1
62,41,150,g,1
62,412,200,ml,1
62,413,250,g,1
62,414,100,g,1
62,123,4,(No unit),1
62,324,1,tsp,1
62,411,400,g,1
62,415,200,g,1
63,417,200,g,1
63,416,100,g,1
63,282,250,g,1
63,413,400,g,1
63,123,4,large,1
63,248,140,g,1
63,89,50,g,1
63,408,200,g,1
64,71,400,g,1
64,224,1,tbsp,1
64,232,0,pinch,1
64,317,2,small cut chunks,1
64,263,1,finely sliced,1
64,394,2,tsp,1
64,5,1,(No unit),1
64,202,1,Juice of,1
64,202,0,Chopped,1
64,295,100,g,1
64,175,2,tsp,1
64,98,4,(No unit),1
64,95,0,to serve,1
65,68,450,ml,1
65,65,3,(No unit),1
65,41,75,g,1
65,196,2,sliced,1
65,149,2,cloves minced,1
65,248,50,g,1
65,211,200,ml,1
65,338,3,tbsp,1
65,115,150,ml,1
65,448,150,g,1
65,284,0,sprinkling,1
65,244,0,pinch,1
65,248,350,g,1
65,41,200,g,1
65,140,1,(No unit),1
65,93,1,tbsp,1
65,140,1,(No unit),1
66,253,1.5,kg,1
66,41,30,g,1
66,115,5,tbsp,1
66,122,2,(No unit),1
66,41,30,g,1
66,289,7,(No unit),1
66,49,3,chopped,1
66,55,2,sticks,1
66,150,1,finely chopped,1
66,338,4,tbsp,1
66,316,1,tbsp,1
66,427,400,g,1
66,68,350,ml,1
66,1,600,g,1
66,363,16,(No unit),1
66,237,2,tbsp,1
66,60,50,g,1
67,327,450,ml,1
67,248,400,g,1
67,27,2,tsp,1
67,305,550,ml,1
67,123,5,(No unit),1
67,281,0.5,tsp,1
67,84,2,tsp,1
67,49,500,g grated,1
67,410,150,g,1
67,346,200,g,1
67,52,150,g,1
67,41,100,g,1
68,474,500,g,1
68,281,1,tsp,1
68,475,7,g,1
68,211,300,ml,1
68,41,40,g,1
68,123,1,(No unit),1
68,327,0,Dash,1
68,41,25,g,1
68,40,75,g,1
68,84,2,tsp,1
68,477,150,g,1
68,211,2,tbsp,1
68,52,2,tbsp,1
69,486,142,ml,1
69,52,25,g,1
69,417,100,g,1
69,41,25,g,1
69,41,0,drizzle,1
69,52,50,g,1
69,417,175,g,1
69,115,2,tbsp,1
69,122,4,(No unit),1
69,121,5,(No unit),1
69,115,2,tbsp,1
69,347,0,to serve,1
70,255,320,g,1
70,414,4,tbsp,1
70,464,3,(No unit),1
70,487,4,tbsp,1
70,101,100,ml,1
70,347,1,tbsp,1
70,47,3,(No unit),1
71,224,1,tbsp,1
71,218,300,g,1
71,67,4,(No unit),1
71,377,500,g,1
71,368,1,(No unit),1
71,363,100,g,1
71,237,0,Chopped,1
72,419,375,g,1
72,123,2,large,1
72,217,175,g,1
72,457,100,g,1
72,324,1,tsp,1
72,41,50,g,1
72,486,4,tsp,1
72,410,50,g,1
73,1,1.5,kg,1
73,41,25,g,1
73,224,6,tbsp,1
73,263,2,sliced,1
73,264,3,Large,1
73,81,130,g,1
73,504,8,(No unit),1
73,149,6,cloves sliced,1
73,19,300,g,1
73,316,0,drizzle,1
73,232,0.5,tsp,1
73,21,4,(No unit),1
73,313,0,Handful,1
73,68,350,ml,1
73,117,180,g,1
73,200,2,(No unit),1
73,363,100,g,1
73,281,0,to serve,1
73,244,0,to serve,1
74,187,1,bunch,1
74,14,2,strips,1
74,149,3,cloves chopped,1
74,364,1,medium,1
74,232,0.5,tsp,1
74,313,1,sprig,1
74,365,1,(No unit),1
74,264,1,(No unit),1
74,407,4,(No unit),1
74,327,0,Splash,1
75,1,8,(No unit),1
75,281,0,pinch,1
75,244,0,pinch,1
75,155,1,tsp,1
75,154,1,tsp,1
75,301,1,tbsp,1
75,268,0.5,cup,1
75,333,8,cups,1
75,95,2,(No unit),1
76,543,6,chopped,1
76,41,150,g,1
76,544,120,g,1
76,416,150,g,1
77,317,4,(No unit),1
77,224,2,tbsp,1
77,364,1,Diced,1
77,264,1,sliced,1
77,425,1,sliced,1
77,149,3,cloves crushed,1
77,104,1,tsp,1
77,232,1,tsp,1
77,281,0.75,tsp,1
77,72,0.5,tsp,1
77,123,4,(No unit),1
78,50,250,g,1
78,347,100,g,1
78,122,2,(No unit),1
78,558,2,tbsp,1
78,347,0,To glaze,1
78,471,100,g,1
79,433,1,cup,1
79,364,1,large,1
79,49,1,large,1
79,316,1,tbsp,1
79,104,2,tsp,1
79,232,1,tsp,1
79,214,0.5,tsp,1
79,313,0.5,tsp,1
79,29,0.25,tsp,1
79,265,0.25,tsp,1
79,328,4,cups,1
79,333,1,cup,1
79,284,0,Pinch,1
80,471,50,g,1
80,33,2,large,1
80,559,200,g,1
80,222,1,whole,1
80,457,1,kg,1
80,248,140,g,1
80,36,100,g,1
80,217,100,g,1
80,123,3,large,1
80,34,2,tbsp,1
80,41,250,g,1
81,228,3,(No unit),1
81,110,1,tbsp,1
81,560,2,tbsp,1
81,82,300,g,1
81,459,500,g,1
81,401,250,g,1
81,115,284,ml,1
81,135,0,Handful,1
81,417,0,Grated,1
82,41,200,g,1
82,217,200,g,1
82,248,200,g,1
82,123,4,Beaten,1
82,169,50,g,1
82,561,100,ml,1
82,559,85,g,1
82,479,85,g,1
82,457,250,g,1
82,458,250,g,1
82,411,100,g,1
82,197,1,Grated zest of,1
82,563,1.5,tbsp,1
82,562,1.5,tbsp,1
82,324,0.5,tsp,1
82,15,0.5,tsp,1
83,23,3,lbs,1
83,292,10,(No unit),1
83,49,5,(No unit),1
83,440,1,head,1
84,187,1,bunch,1
84,182,8,(No unit),1
84,440,1,Head chopped,1
84,150,8,(No unit),1
84,364,0,Sliced,1
84,441,0,Sliced,1
84,68,1,cup,1
84,281,225,g,1
84,244,25,g,1
85,581,1,chopped,1
85,41,1,clove finely chopped,1
85,259,400,g,1
85,149,2,tbsp,1
85,65,0,Handful,1
85,224,1,chopped,1
85,363,100,g,1
85,263,0,Chopped,1
85,133,0.5,Juice of,1
85,214,1,(No unit),1
85,197,0.5,juice of,1
86,65,1,cup,1
86,592,0.25,cup,1
86,483,1,,1
86,211,0.25,cup,1
86,137,0.5,cup,1
86,347,0.0625,tbs,1
86,232,0.0833,tsp,1
86,281,0.0833,tsp,1
86,29,0.0417,tsp,1
86,151,0.0417,tsp,1
86,56,0.0417,tsp,1
86,53,0.0833,tsp,1
86,224,1,cup,1
86,583,1,,1
87,41,0,Knob,1
87,570,2,,1
87,14,4,,1
87,253,2,,1
87,49,1,,1
87,447,2,,1
87,440,2,,1
87,20,1,,1
87,603,0.1,ml,1
87,68,0.1,g,1
88,387,0.5,g,1
88,502,0.25,g,1
88,364,1,,1
88,149,4,cloves,1
88,237,3,tblsp chopped,1
88,232,0.0625,tbs,1
88,15,0.75,teaspoon,1
88,36,0.125,tbs,1
88,333,0.1875,tbs,1
88,329,1,,1
88,281,0.1667,tsp,1
88,244,0.1667,tsp,1
89,253,0.5,g,1
89,426,0.5,g,1
89,49,0.5,g,1
89,425,1,,1
89,11,1,large,1
89,364,1,cup,1
89,381,50,g,1
89,152,2,,1
89,316,0,to taste,1
89,224,0,to taste,1
89,313,0,for frying,1
89,338,0.1875,tbs,1
89,244,1,large,1
90,46,1,medium,1
90,327,1,,1
90,317,1,,1
90,57,1,,1
90,149,8,cups,1
90,237,2,large,1
90,81,2,large,1
91,23,0,Garnish,1
91,35,0,Garnish,1
91,201,1,cup,1
91,365,2.5,cups,1
91,448,0.1667,tsp,1
91,402,0.0417,tsp,1
91,14,0.1875,tbs,1
91,483,1,cup,1
91,364,0.0833,tsp,1
91,244,0.0833,tsp,1
92,119,2,,1
92,36,0.0625,tbs chopped,1
92,288,0.0417,tsp shredded,1
92,123,0.125,tbs,1
92,281,0.0833,tsp,1
92,244,0.0833,tsp,1
92,327,0.1667,tsp,1
93,491,0.0417,tsp,1
93,364,0.25,g,1
93,440,0.25,g,1
93,49,0.25,g,1
93,55,1,tsp,1
93,20,0.5,g,1
93,328,0.75,tbs,1
93,253,1,g,1
93,317,0.5,tbs,1
93,295,1,tsp,1
93,113,1,clove peeled crushed,1
94,318,0.0833,tsp,1
94,333,2,sprigs,1
94,281,1,,1
94,320,0.5,,1
94,153,0.5,,1
94,80,1,sliced,1
94,105,1,chopped,1
94,221,0.0625,tbs,1
94,20,0.0833,tsp,1
94,165,1,tsp,1
94,154,1,,1
94,83,0.75,cup,1
94,264,1,pinch,1
94,281,3,cups,1
94,305,0.0417,tsp,1
94,148,0.0417,tsp,1
95,471,1,tsp,1
95,41,0.33,cup,1
95,217,0.33,cup,1
95,228,0.0625,tbs,1
95,469,0.125,tbs,1
95,248,0.25,cup,1
95,15,1,lb,1
95,123,1,,1
95,169,1,,1
95,211,2,,1
95,477,4,,1
95,479,0.0625,tbs,1
95,211,2,cups,1
95,52,0.25,cup,1
96,284,0.25,cup,1
96,20,2,cups,1
96,149,1,,1
96,313,0.0625,tbs,1
96,367,0.1875,tbs,1
96,338,0,to taste,1
97,304,0,to taste,1
97,115,1,lb,1
97,210,0.125,tbs,1
97,155,0.1667,tsp,1
97,214,0.1667,tsp,1
98,41,1,whole,1
98,248,0.1875,tbs,1
98,197,4,,1
98,41,0.1875,tbs,1
98,458,0.125,tbs,1
98,460,2,,1
98,217,900,g,1
98,84,0.125,tbs,1
98,154,0.6,ml,1
98,548,0.8,g,1
98,197,0.0625,tbs,1
98,123,0,Grating,1
98,305,0.1875,tbs,1
99,283,0.25,g,1
99,14,1,finely sliced,1
99,218,0.25,g,1
99,317,0,peeled raw,1
99,472,0,Large handful,1
99,123,0,Handful,1
99,35,0,Grated zest of 1,1
100,518,25,g,1
100,327,0,Juice of 1,1
100,149,0.1875,tbs,1
100,154,1,,1
100,313,2,cloves,1
100,20,1,,1
100,264,2.25,cups,1
100,424,1,teaspoon,1
100,364,3,,1
100,49,0.0625,tbs,1
100,305,2,sticks,1
100,548,227,g,1
100,342,25,g,1
100,515,0.1667,tsp,1
100,202,0.25,g,1
100,519,0.25,g,1
100,244,0.25,g,1
101,68,1,tbs,1
101,281,1,tsp,1
101,305,4,sliced,1
101,244,2,tbs,1
101,443,250,ml,1
101,241,1,L,1
101,218,4,sliced,1
101,99,140,g,1
101,333,75,g,1
101,301,1,kg,1
102,3,0.0833,tsp,1
102,364,300,ml,1
102,368,1,,1
102,317,3,,1
102,150,0.25,teaspoon,1
102,316,225,g,1
102,268,0.0833,tsp,1
102,534,60,g,1
102,41,60,g,1
102,224,50,g,1
102,579,0.125,tbs,1
102,104,3,,1
102,541,2,knobs,1
102,281,0.1667,tsp,1
102,244,3,chopped,1
103,119,0.0625,tbs chopped,1
